0.00	1.5466E+00
1.00	1.2554E+00
2.00	1.0117E+00
3.00	8.1186E-01
4.00	6.4956E-01
5.00	5.1851E-01
6.00	4.1312E-01
7.00	3.2864E-01
8.00	2.6110E-01
9.00	2.0719E-01
10.00	1.6426E-01
11.00	1.3008E-01
12.00	1.0294E-01
13.00	8.1410E-02
14.00	6.4345E-02
15.00	5.0825E-02
16.00	4.0125E-02
17.00	3.1661E-02
18.00	2.4972E-02
19.00	1.9687E-02
20.00	1.5516E-02
21.00	1.2223E-02
22.00	9.6265E-03
23.00	7.5790E-03
24.00	5.9653E-03
25.00	4.6939E-03
26.00	3.6927E-03
27.00	2.9043E-03
28.00	2.2838E-03
29.00	1.7955E-03
30.00	1.4114E-03
31.00	1.1093E-03
32.00	8.7174E-04
33.00	6.8495E-04
34.00	5.3809E-04
35.00	4.2268E-04
36.00	3.3197E-04
37.00	2.6071E-04
38.00	2.0472E-04
39.00	1.6074E-04
40.00	1.2619E-04
41.00	9.9066E-05
42.00	7.7762E-05
43.00	6.1037E-05
44.00	4.7905E-05
45.00	3.7596E-05
46.00	2.9504E-05
47.00	2.3152E-05
48.00	1.8167E-05
49.00	1.4253E-05
50.00	1.1183E-05
51.00	8.7736E-06
52.00	6.8831E-06
53.00	5.3994E-06
54.00	4.2355E-06
55.00	3.3223E-06
56.00	2.6059E-06
57.00	2.0441E-06
58.00	1.6033E-06
59.00	1.2575E-06
60.00	9.8629E-07
61.00	7.7352E-07
62.00	6.0668E-07
63.00	4.7578E-07
64.00	3.7312E-07
65.00	2.9261E-07
66.00	2.2946E-07
67.00	1.7994E-07
68.00	1.4111E-07
69.00	1.1066E-07
70.00	8.6778E-08
71.00	6.8048E-08
72.00	5.3365E-08
73.00	4.1846E-08
74.00	3.2812E-08
75.00	2.5729E-08
76.00	2.0176E-08
77.00	1.5821E-08
78.00	1.2405E-08
79.00	9.7266E-09
80.00	7.6273E-09
81.00	5.9806E-09
82.00	4.6897E-09
83.00	3.6772E-09
84.00	2.8834E-09
85.00	2.2611E-09
86.00	1.7730E-09
87.00	1.3903E-09
88.00	1.0903E-09
89.00	8.5521E-10
90.00	6.7100E-10
91.00	5.2669E-10
92.00	4.1376E-10
93.00	3.2548E-10
94.00	2.5666E-10
95.00	2.0326E-10
96.00	1.6224E-10
97.00	1.3141E-10
98.00	1.0964E-10
99.00	9.9436E-11
