0.00	1.6657E+00
1.00	1.5044E+00
2.00	1.3572E+00
3.00	1.2236E+00
4.00	1.1026E+00
5.00	9.9309E-01
6.00	8.9420E-01
7.00	8.0492E-01
8.00	7.2437E-01
9.00	6.5174E-01
10.00	5.8627E-01
11.00	5.2729E-01
12.00	4.7417E-01
13.00	4.2633E-01
14.00	3.8327E-01
15.00	3.4451E-01
16.00	3.0963E-01
17.00	2.7825E-01
18.00	2.5003E-01
19.00	2.2464E-01
20.00	2.0181E-01
21.00	1.8128E-01
22.00	1.6283E-01
23.00	1.4624E-01
24.00	1.3133E-01
25.00	1.1794E-01
26.00	1.0589E-01
27.00	9.5075E-02
28.00	8.5355E-02
29.00	7.6623E-02
30.00	6.8780E-02
31.00	6.1734E-02
32.00	5.5407E-02
33.00	4.9724E-02
34.00	4.4622E-02
35.00	4.0040E-02
36.00	3.5927E-02
37.00	3.2234E-02
38.00	2.8919E-02
39.00	2.5943E-02
40.00	2.3272E-02
41.00	2.0875E-02
42.00	1.8724E-02
43.00	1.6794E-02
44.00	1.5062E-02
45.00	1.3508E-02
46.00	1.2113E-02
47.00	1.0862E-02
48.00	9.7404E-03
49.00	8.7339E-03
50.00	7.8312E-03
51.00	7.0216E-03
52.00	6.2956E-03
53.00	5.6445E-03
54.00	5.0606E-03
55.00	4.5365E-03
56.00	4.0658E-03
57.00	3.6446E-03
58.00	3.2662E-03
59.00	2.9276E-03
60.00	2.6234E-03
61.00	2.3512E-03
62.00	2.1066E-03
63.00	1.8879E-03
64.00	1.6914E-03
65.00	1.5157E-03
66.00	1.3578E-03
67.00	1.2166E-03
68.00	1.0898E-03
69.00	9.7641E-04
70.00	8.7458E-04
71.00	7.8353E-04
72.00	7.0178E-04
73.00	6.2868E-04
74.00	5.6306E-04
75.00	5.0439E-04
76.00	4.5173E-04
77.00	4.0466E-04
78.00	3.6242E-04
79.00	3.2467E-04
80.00	2.9080E-04
81.00	2.6054E-04
82.00	2.3340E-04
83.00	2.0917E-04
84.00	1.8744E-04
85.00	1.6806E-04
86.00	1.5070E-04
87.00	1.3523E-04
88.00	1.2140E-04
89.00	1.0910E-04
90.00	9.8144E-05
91.00	8.8441E-05
92.00	7.9844E-05
93.00	7.2302E-05
94.00	6.5707E-05
95.00	6.0044E-05
96.00	5.5269E-05
97.00	5.1440E-05
98.00	4.8686E-05
99.00	4.8073E-05
